dataid,prediction
15304,1988.12000687
15305,1995.18714228
15306,1989.35008659
15307,1990.11205034
15308,1991.10686413
15309,1991.40239509
15310,1991.50943744
15311,1985.84891581
15312,1988.99431306
15313,1986.74878199
15314,2009.4297164
15315,1990.66881581
15316,1991.71393636
15317,1998.29070841
15318,1998.32857939
15319,1999.93481953
15320,1993.00337793
15321,1996.35162535
15322,2000.27450875
15323,1994.6634311
15324,2001.73045814
15325,2000.45268203
15326,1998.7596662
15327,2001.91421621
15328,2003.27391826
15329,2004.46310183
15330,1999.94601171
15331,1999.33652856
15332,2003.27884031
15333,2001.38067618
15334,2003.50620811
15335,2003.52773951
15336,2000.85692931
15337,2005.43734787
15338,1999.28550194
15339,2006.86508173
15340,2004.82474486
15341,2005.69899792
15342,2003.36160992
15343,2008.25227733
15344,2007.13105939
15345,2003.66522285
15346,2002.46327809
15347,2005.72782513
15348,2003.25211874
15349,2003.41047724
15350,1996.38175477
15351,1993.53989487
15352,1991.7017718
15353,1997.89123104
15354,1992.4940184
15355,2001.19091399
15356,2002.64830623
15357,2003.86814127
15358,2002.25746271
15359,2003.47318198
15360,2003.45565789
15361,2001.66210335
15362,2002.29946216
15363,1999.5614798
15364,2002.03335403
15365,2001.55966315
15366,2003.53288354
15367,1993.40666424
15368,1986.3327246
15369,1987.78040732
15370,1991.8076351
15371,1997.06867188
15372,1990.42828788
15373,2000.27096204
15374,1998.90814012
15375,1993.0452659
15376,1997.372845
15377,1994.2534085
15378,1997.35037732
15379,1998.72389058
15380,1994.78725464
15381,1998.00716743
15382,2000.85567209
15383,1996.93543045
15384,1996.35052601
15385,1992.95478237
15386,1999.14566946
15387,1997.71995137
15388,1998.53513485
15389,1990.71855638
15390,1997.77945089
15391,1994.43186772
15392,1989.61797933
15393,1990.06909532
15394,1990.40871745
15395,1989.63907749
15396,1997.53170909
15397,1993.42159048
15398,1998.63837581
15399,1997.02099246
15400,1994.45212135
15401,2001.51987121
15402,2004.5657658
15403,1994.96927734
15404,1998.60791658
15405,1990.87170362
15406,1995.43820688
15407,1995.48401631
15408,1994.10797671
15409,1991.65282894
15410,1993.76282825
15411,1995.1724471
15412,1994.07541486
15413,1993.77561845
15414,1993.89066357
15415,1996.5106967
15416,1996.60080222
15417,1996.29149572
15418,1998.96958282
15419,2000.82185826
15420,2002.84569963
15421,1999.31158877
15422,1999.36042425
15423,1996.12531615
15424,1997.74644852
15425,1998.57043922
15426,1996.95792596
15427,2000.88666899
15428,2007.37387074
15429,1997.25458258
15430,2011.25602442
15431,2000.73111487
15432,2005.03687646
15433,2005.05521543
15434,1999.21927438
15435,2002.40554863
15436,2015.84907392
15437,2002.78598859
15438,1997.91118766
15439,2002.18423104
15440,2002.24256293
15441,2002.93272557
15442,2004.0223444
15443,2002.50356433
15444,2002.26793437
15445,2002.39953689
15446,2004.82749311
15447,2003.88340647
15448,2003.34639816
15449,2003.86422311
15450,2003.41283538
15451,2003.74351803
15452,2003.48267126
15453,1997.13970266
15454,1993.58370131
15455,1996.32967902
15456,1997.61325511
15457,1996.45392556
15458,1999.75387582
15459,2001.85362378
15460,2003.36315256
15461,2000.74614387
15462,1999.7854785
15463,2000.28719344
15464,2001.55449378
15465,2000.64064455
15466,2002.8155503
15467,2002.99740567
15468,1995.30551991
15469,1993.8682867
15470,1994.82346127
15471,1992.97000882
15472,1996.55005997
15473,2003.01662078
15474,1995.31107262
15475,1994.87102308
15476,2001.042643
15477,2000.98501168
15478,2002.9469659
15479,2004.02468918
15480,2006.35992133
15481,2006.40963065
15482,2006.41701084
15483,2005.08270855
15484,2005.2082615
15485,2007.99601295
15486,2001.58188673
15487,2003.59926551
15488,2007.13403058
15489,2006.42692423
15490,2003.44427025
15491,2004.59109943
15492,2005.30619021
15493,2002.56613383
15494,2005.03596921
15495,2005.41597326
15496,2004.65349547
15497,2006.48822096
15498,2004.24107885
15499,2002.61886116
15500,2005.00165692
15501,2006.20458629
15502,2003.62703284
15503,2006.05374539
15504,2001.98608361
15505,2000.43866903
15506,2003.37494432
15507,2002.10920069
15508,2003.90245573
15509,2000.12016622
15510,2004.35910839
15511,2001.41067633
15512,2004.34837409
15513,2004.40642318
15514,2005.4161868
15515,2004.96173197
15516,2005.21827664
15517,2005.84722494
15518,2004.72620144
15519,2003.89994297
15520,2004.21439016
15521,2003.50990786
15522,2003.83173188
15523,2001.19681871
15524,1996.72503148
15525,2000.75746799
15526,2000.13175706
15527,1998.39000109
15528,2002.75151473
15529,2001.7775656
15530,2002.65655169
15531,1999.76581978
15532,1999.70934302
15533,2000.71035499
15534,2002.44905144
15535,1994.48823499
15536,1996.96773019
15537,1995.27827704
15538,2003.81959438
15539,1992.56980285
15540,1999.33416512
15541,2000.71748605
15542,1994.93236564
15543,1998.36195809
15544,1995.41594161
15545,1999.22649221
15546,2001.85660248
15547,1994.60110326
15548,1998.84057243
15549,1996.62819219
15550,1996.88156838
15551,1994.408893
15552,1998.00901719
15553,2001.52710376
15554,2001.1626206
15555,1997.89366237
15556,1996.70621442
15557,1995.32086801
15558,1995.21306528
15559,1996.13534834
15560,1998.37418789
15561,1998.84790938
15562,1993.87094064
15563,2003.64956892
15564,2000.38385402
15565,2002.09213489
15566,2000.03212144
15567,2000.73511519
15568,2001.25184355
15569,1995.85632501
15570,1997.60103952
15571,1997.42696923
15572,2001.21431082
15573,2000.69493064
15574,1996.90960341
15575,2000.02536869
15576,1999.44532595
15577,2002.51141024
15578,1995.82603949
15579,2005.5903908
15580,2001.48376786
15581,2002.49116118
15582,2002.90697885
15583,2002.27067381
15584,1999.34551436
15585,1996.7788514
15586,1997.82393557
15587,2001.05768097
15588,1994.95772545
15589,1997.36561253
15590,1995.38547943
15591,1994.90004469
15592,1994.83607137
15593,2001.19060287
15594,1997.91011702
15595,1992.10216676
15596,2001.35624597
15597,1999.55874211
15598,1998.99546489
15599,2000.79647193
15600,2001.90825528
15601,2000.16749806
15602,2007.18063499
15603,1998.43071026
15604,1999.6551636
15605,2000.96776137
15606,1998.5841556
15607,2001.2883715
15608,2004.0488695
15609,1999.23251006
15610,2004.50806695
15611,1999.34816909
15612,2003.91703596
15613,2004.21746369
15614,2001.56284827
15615,1998.58714455
15616,1998.97586973
15617,1999.23604789
15618,2002.58027388
15619,1996.82664852
15620,2002.43486907
15621,2000.26626284
15622,1998.62364614
15623,1998.69053899
15624,1995.87388223
15625,1997.96597413
15626,2000.63310863
15627,2002.04481409
15628,2003.17038229
15629,2002.01642597
15630,1997.38083256
15631,2001.72701496
15632,2002.17891921
15633,2002.1594885
15634,2004.34294389
15635,2001.68864187
15636,1990.89920627
15637,1991.53085245
15638,1991.95803797
15639,1990.72534318
15640,1994.32109105
15641,1990.77443178
15642,1991.64229595
15643,1991.13945739
15644,1993.72116716
15645,1993.53405984
15646,1989.87200853
15647,1989.3682532
15648,1995.78625327
15649,1992.1986202
15650,1992.44241063
15651,1989.75645948
15652,1990.89012125
15653,1988.86650214
15654,1986.90010418
15655,1992.00790273
15656,1985.8914021
15657,1987.28358412
15658,1986.0220239
15659,1988.33368278
15660,2007.45580679
15661,1995.79724779
15662,1996.33204886
15663,1990.09193314
15664,1996.44642021
15665,1992.2114629
15666,1990.68472729
15667,1992.14037857
15668,2000.33607589
15669,1997.66784262
15670,1999.34787898
15671,2001.86244834
15672,1995.37000055
15673,1992.76662039
15674,1995.94481967
15675,1999.45414118
15676,1999.36167723
15677,2007.30672449
15678,2001.34993865
15679,2002.94907914
15680,1997.74649906
15681,2001.09464849
15682,2001.09981468
15683,2007.20714272
15684,2004.56309641
15685,1999.50237669
15686,2000.47470102
15687,2001.82012628
15688,2004.70210299
15689,1995.45532012
15690,2003.15482545
15691,1999.02765479
15692,2001.6005889
15693,1995.28567296
15694,1997.14934879
15695,1996.55207932
15696,1995.91169765
15697,1994.87351018
15698,2000.0495002
15699,1997.19425255
15700,1999.51776694
15701,1991.78890332
15702,1989.10965804
15703,1995.63495315
15704,2008.56014634
15705,1999.83472466
15706,1998.12705692
15707,2001.57834101
15708,2004.54934841
15709,1999.25915326
15710,2003.34850653
15711,2000.45174347
15712,2002.20419914
15713,2000.17112749
15714,1998.08920007
15715,2001.5742581
15716,1994.43092991
15717,2000.41246683
15718,1993.91279916
15719,1998.18796714
15720,2003.57669073
15721,2000.12010675
15722,1994.47082211
15723,1987.80268187
15724,1997.84809567
15725,1998.55749721
15726,1997.75048242
15727,1999.32785723
15728,1994.67033228
15729,2003.51085874
15730,2000.80215304
15731,2001.99659806
15732,2002.67691657
15733,1992.33137159
15734,2005.39439163
15735,2005.86262424
15736,1999.2838586
15737,2004.30761643
15738,2000.51828094
15739,1997.1942904
15740,1999.96286561
15741,1991.4500096
15742,2001.8778379
15743,1999.96632908
15744,1996.52612159
15745,1998.82935843
15746,1998.56956018
15747,1995.92742585
15748,1998.18846786
15749,1999.67866201
15750,1999.72774528
15751,2000.45428217
15752,2001.52644633
15753,1999.3357308
15754,1999.11083766
15755,2004.48448091
15756,2005.20509584
15757,2004.86096952
15758,2007.74288272
15759,2004.12324325
15760,1994.88325009
15761,1997.78410174
15762,1996.51008103
15763,1993.79542351
15764,1993.90412768
15765,1994.87470589
15766,1996.8287569
15767,1992.18438107
15768,1996.13328377
15769,1992.96475673
15770,1991.22963696
15771,1995.44750095
15772,1992.60873661
15773,1990.44165577
15774,1990.78666196
15775,1986.63453997
15776,1988.69413097
15777,1988.9334551
15778,1992.66734001
15779,1991.37900676
15780,1990.68354098
15781,1990.68987214
15782,1986.92533828
15783,1987.1879022
15784,1990.23610834
15785,1990.17800317
15786,1993.23859641
15787,1990.46714865
15788,1993.68330215
15789,1993.43267558
15790,1993.66727356
15791,1992.03370494
15792,1988.43751343
15793,1996.8043193
15794,1992.38504568
15795,1995.93221213
15796,1993.22293236
15797,1992.81258315
15798,1992.99951632
15799,1988.9877304
15800,1990.03529691
15801,1987.59962069
15802,1991.13708588
15803,1991.08480407
15804,1988.4798395
15805,1982.35629165
15806,1985.44613341
15807,1990.97861809
15808,1986.06649185
15809,1995.97738342
15810,1993.85870791
15811,1997.12440678
15812,1988.82260521
15813,2001.70129749
15814,1993.24046803
15815,1994.89237213
15816,1986.4864455
15817,1989.55890704
15818,1988.9914255
15819,1991.1280757
15820,1989.30272884
15821,1983.97649969
15822,1990.08016905
15823,1990.89903822
15824,1987.47826735
15825,1987.48032957
15826,1986.4741252
15827,1997.02127108
15828,1999.36205956
15829,1997.80530508
15830,2000.82014711
15831,2006.4004349
15832,2003.9907145
15833,1998.79612886
15834,2000.04495606
15835,2005.77112242
15836,1999.29158183
15837,1998.99669087
15838,2000.51413876
15839,1999.82906142
15840,1997.11164196
15841,1994.61432005
15842,1998.13423416
15843,1998.53991391
15844,1998.03141777
15845,1999.07704276
15846,1999.64737979
15847,1998.2508973
15848,2003.29393682
15849,2000.74449995
15850,2008.69923027
15851,2007.39281211
15852,1997.37264093
15853,2005.22321647
15854,1998.86739192
15855,1993.05719665
15856,2014.09038673
15857,1987.14264893
15858,1998.32292489
15859,2005.31719911
15860,1998.72507857
15861,2001.34709623
15862,2003.22901921
15863,1996.74907855
15864,1995.9443397
15865,1997.12304309
15866,1997.52408834
15867,1996.17252895
15868,2000.32427761
15869,1999.01510047
15870,1995.67765186
15871,1997.36189541
15872,2000.68470611
15873,2003.67011305
15874,2001.77251572
15875,1999.63574405
15876,2000.32161982
15877,2004.54877478
15878,1998.28498682
15879,2004.42366838
15880,2004.79070922
15881,2002.19756983
15882,2001.14825997
15883,1999.79415754
15884,2004.66355001
15885,2003.68587358
15886,2000.11895965
15887,2001.51760072
15888,2001.11643559
15889,2004.67736561
15890,1998.52654977
15891,2002.89621161
15892,2004.10866897
15893,2003.247219
15894,2007.18820287
15895,1998.0464427
15896,2006.36032443
15897,2001.10808638
15898,1999.62257859
15899,2008.04464901
15900,2000.49665021
15901,2000.50783883
15902,2001.27059595
15903,1999.91683451
15904,2001.59484949
15905,2000.19562395
15906,2000.49102918
15907,1999.20163733
15908,2000.92184636
15909,2001.34319432
15910,2003.43892271
15911,1998.88995025
15912,2001.02777028
15913,1996.92189366
15914,2000.05376728
15915,2000.02380715
15916,2004.8996537
15917,2002.21787972
15918,2003.68850812
15919,2003.55584457
15920,2007.53787198
15921,1998.67015718
15922,1998.22686361
15923,1999.86805317
15924,1999.55523434
15925,1999.16897376
15926,1998.93099285
15927,1999.94054924
15928,1996.18862394
15929,1997.06480581
15930,2001.85539764
15931,1997.06322792
15932,1999.77896518
15933,2001.61885628
15934,1999.64224778
15935,1995.8236749
15936,1998.53410982
15937,1998.95916508
15938,2002.63624545
15939,2000.25837884
15940,2000.01618714
15941,1996.59296042
15942,1998.95360475
15943,2007.2192055
15944,1996.15006418
15945,2001.02928795
15946,1998.17234035
15947,2000.80076481
15948,1995.88913569
15949,1996.76194141
15950,2001.07894119
15951,1998.38101682
15952,1997.7946054
15953,2001.30548926
15954,1994.08755771
15955,1992.03653216
15956,1996.22865295
15957,1994.44991014
15958,1990.39847395
15959,1992.78348369
15960,1994.84184108
15961,1990.4782336
15962,1996.99619038
15963,1991.26988553
15964,2001.22860589
15965,1988.99072645
15966,1993.72836133
15967,2006.53791642
15968,2004.92723708
15969,2003.20759339
15970,2005.44687583
15971,2003.84908041
15972,2003.45996995
15973,2002.1755256
15974,2003.95664212
15975,2002.52015618
15976,2001.44388784
15977,1993.61449529
15978,1995.27757465
15979,2007.16390086
15980,1999.72547505
15981,2006.04549016
15982,2005.42019366
15983,2009.17933982
15984,2005.68214285
15985,1998.93695957
15986,2007.27459277
15987,2006.79978762
15988,1992.0838445
15989,2005.39910899
15990,2002.99447531
15991,2007.43450831
15992,2009.30451955
15993,2006.54213038
15994,2003.53909686
15995,2003.86053383
15996,2003.3652
15997,2002.19869779
15998,2008.27613781
15999,2004.21210969
16000,2006.21954976
16001,2002.75588278
16002,1997.90131124
16003,1997.2423423
16004,1998.89784977
16005,1999.8434947
16006,1997.86742864
16007,1998.18038899
16008,1998.86073872
16009,1996.94203
16010,1994.08829945
16011,1995.94158095
16012,1997.30563461
16013,1998.34251389
16014,2000.38827902
16015,1998.92659306
16016,2003.32966951
16017,2002.65775069
16018,2000.27828655
16019,2001.33454756
16020,1999.61957846
16021,1999.79728318
16022,2002.46694503
16023,1997.87106092
16024,2000.46222424
16025,2003.03075559
16026,2007.29113283
16027,1985.274916
16028,1998.05162645
16029,2005.20341906
16030,1992.72974423
16031,1998.00769851
16032,1995.73058096
16033,1998.35165579
16034,1997.75472928
16035,1998.55646393
16036,1998.29709365
16037,1998.91206097
16038,1996.78796792
16039,1998.25835129
16040,1994.71425365
16041,1995.91336984
16042,1995.1265726
16043,1998.22122709
16044,1995.51777348
16045,1994.7784505
16046,1992.8896535
16047,1993.04216719
16048,1993.95576959
16049,1992.67794523
16050,1994.63581694
16051,1993.63223011
16052,1996.72614009
16053,1992.43105813
16054,1992.03873133
16055,1990.77332507
16056,1991.53790092
16057,1995.24912288
16058,1991.57591969
16059,1994.33025663
16060,1994.69515972
16061,1992.66778794
16062,1996.25039333
16063,1991.17611235
16064,1991.27768356
16065,1991.43654585
16066,1994.30359905
16067,1990.78831043
16068,1994.43243732
16069,2003.54096848
16070,1997.5515177
16071,1997.98636686
16072,1998.97728382
16073,1997.11241826
16074,1998.94246051
16075,2000.97092252
16076,2001.61683794
16077,2001.43779419
16078,2000.62612029
16079,1999.50741157
16080,1999.51377046
16081,2002.85230696
16082,2003.31842792
16083,2007.19110154
16084,2001.99724126
16085,1999.05239728
16086,2007.71695153
16087,2004.85908526
16088,2006.49830057
16089,2002.05096056
16090,2006.76796849
16091,2009.05463383
16092,2001.03486548
16093,1999.26957757
16094,2004.23105149
16095,2003.6645176
16096,2003.62246513
16097,1998.86869895
16098,2000.08775818
16099,2013.95858923
16100,2005.85640761
16101,2003.2494531
16102,2006.46538111
16103,1999.31099272
16104,2007.71757471
16105,2006.01221441
16106,2005.56181993
16107,2005.48602299
16108,2004.62233709
16109,1996.3599328
16110,1999.5437372
16111,2005.09052981
16112,1998.07511409
16113,2000.80161948
16114,1998.44716854
16115,1996.85475003
16116,1996.39527605
16117,1994.83598402
16118,1997.23125596
16119,1994.52103407
16120,1991.02592143
16121,1996.21118804
16122,1991.33612641
16123,1997.16172644
16124,1994.19021252
16125,1995.03100122
16126,1995.17396816
16127,1995.47120267
16128,2000.03477539
16129,1995.5738179
16130,1993.74652659
16131,1993.91421537
16132,1997.77429987
16133,1996.99733071
16134,1996.14027014
16135,1995.79653275
16136,1998.0179654
16137,1995.75510453
16138,1997.21684919
16139,1993.45839268
16140,1995.32132878
16141,1996.39784659
16142,1998.31977163
16143,1994.11297952
16144,1996.06217392
16145,1993.74131525
16146,1994.1846523
16147,1998.70601471
16148,1998.92956978
16149,1997.10290165
16150,1997.61065822
16151,1999.63966474
16152,1996.13172859
16153,1994.55361741
16154,1995.51947598
16155,1994.68081925
16156,1995.52662033
16157,1997.45320911
16158,1992.85220864
16159,1996.39939134
16160,1999.01362984
16161,1992.0175409
16162,1995.10173903
16163,1994.81703726
16164,1995.66781616
16165,1993.6849787
16166,1994.4787313
16167,1995.0036305
16168,1993.86026222
16169,1993.34954672
16170,1991.82606395
16171,2004.80893926
16172,2002.89136289
16173,2007.4872775
16174,2000.71229171
16175,2009.91778642
16176,2007.29191064
16177,1996.33232504
16178,2003.54503622
16179,2006.90288897
16180,2002.4703498
16181,1996.22834128
16182,2007.07981069
16183,2006.79515775
16184,1997.44857709
16185,1996.53548898
16186,1998.53981113
16187,1994.39006949
16188,2008.68844993
16189,2001.69291781
16190,1994.90268469
16191,1995.98421033
16192,1991.95631589
16193,1994.93321246
16194,1993.51968968
16195,2003.95355738
16196,2001.10287801
16197,1997.63525677
16198,1993.49247306
16199,1992.22881793
16200,1997.56000705
16201,1998.64338005
16202,1998.62469903
16203,1990.78317828
16204,1995.25599993
16205,1988.79447312
16206,1998.18606245
16207,2004.8279522
16208,2000.28919476
16209,1998.17119253
16210,1997.95355819
16211,2000.03880199
16212,1995.95707776
16213,1996.9820436
16214,2002.32770177
16215,1996.164754
16216,1989.74443931
16217,1985.41554928
16218,1992.81755584
16219,2010.86932305
16220,2005.87482044
16221,2002.36616435
16222,2000.74749526
16223,1993.74286736
16224,1994.88514701
16225,1991.89068328
16226,1990.75598381
16227,1991.35308126
16228,1991.51490175
16229,1990.28569919
16230,1997.07666439
16231,1991.05755274
16232,1992.06786407
16233,1992.28950261
16234,1997.58185594
16235,1992.35879642
16236,1988.64311785
16237,1994.55822755
16238,1990.05587713
16239,1991.0179441
16240,1993.86554
16241,1989.32709889
16242,2003.52821205
16243,2000.7763015
16244,2000.34080844
16245,2002.31592682
16246,2001.10676876
16247,1999.31691525
16248,1999.31648248
16249,2000.54383066
16250,1999.96558941
16251,1999.99407099
16252,1999.45524179
16253,2000.82278401
16254,1996.9550502
16255,1999.12002417
16256,1999.49812273
16257,1994.4929239
16258,1993.71528211
16259,1992.75433165
16260,1992.77147828
16261,1993.46716094
16262,1994.75869371
16263,1996.96342748
16264,1996.18983762
16265,1997.30379749
16266,1996.72638674
16267,1998.31635848
16268,1997.8786404
16269,1995.62866078
16270,1992.48796016
16271,1990.21022557
16272,1989.72215747
16273,1991.5755985
16274,1994.58833664
16275,1989.13165203
16276,1991.0061993
16277,1994.08301638
16278,1991.0331184
16279,1992.09397403
16280,1994.3284216
16281,1998.53563562
16282,1992.4482139
16283,1993.16950333
16284,1992.78012322
16285,1995.49244509
16286,1997.61421931
16287,1995.54126265
16288,1996.97936993
16289,2007.32933828
16290,1995.05540796
16291,1995.43667891
16292,1994.08319776
16293,1995.8941792
16294,1995.95082683
16295,1997.93938204
16296,2000.79904971
16297,1993.93977241
16298,1995.13089598
16299,2006.07527683
16300,1997.32586355
16301,2001.91405344
16302,2001.32694758
16303,2005.27031941
16304,1995.85930129
16305,2007.84803015
16306,2000.65192896
16307,2003.24181073
16308,2001.56419343
16309,2003.3953395
16310,2001.35792048
16311,1999.25488072
16312,2007.92052223
16313,2001.65564603
16314,2001.34561166
16315,1995.81376309
16316,2004.24277683
16317,1998.8402372
16318,2001.4845858
16319,2004.89879308
16320,2002.79672272
16321,2001.55481808
16322,2005.8520403
16323,2002.5737036
16324,2000.86015536
16325,2001.45162452
16326,1998.72305446
16327,1999.19323885
16328,2000.57254934
16329,2001.49932803
16330,1999.6039472
16331,2000.83770924
16332,2006.85119163
16333,2001.79837626
16334,1998.00981723
16335,1990.93867971
16336,1992.54157648
16337,1995.40011434
16338,1991.69483451
16339,1990.12003308
16340,1994.27552628
16341,1994.25838853
16342,1990.69653081
16343,1989.68661527
16344,1987.78154904
16345,1994.05878384
16346,2005.82637283
16347,2003.69973575
16348,2007.50272791
16349,1998.2294907
16350,2004.42908398
16351,2004.15006479
16352,2005.46804107
16353,2002.63235905
16354,2006.01278089
16355,2002.76404749
16356,1998.89095901
16357,2001.09595644
16358,2005.98019405
16359,2004.27658688
16360,2006.48887369
16361,2007.30931924
16362,2004.2349194
16363,1998.57964498
16364,2004.2300666
16365,2005.58127051
16366,2003.92669548
16367,2007.96981876
16368,2003.63704127
16369,2007.86901989
16370,2008.17453605
16371,2003.10530026
16372,2012.67262032
16373,2001.98954991
16374,1988.53962998
16375,1988.47400866
16376,1990.93541306
16377,1987.9415091
16378,1989.78928391
16379,1990.05203624
16380,1989.8129409
16381,1989.48766682
16382,1989.09121521
16383,1990.69976423
16384,1989.07627572
16385,1990.05194249
16386,1986.59453554
16387,1988.19323014
16388,1990.33337452
16389,1997.32143287
16390,1997.75613958
16391,1997.23932783
16392,1998.51318194
16393,1994.62035845
16394,1994.93880164
16395,1999.16143496
16396,1998.65912343
16397,1989.0118931
16398,1985.58176113
16399,1987.61551389
16400,1985.94984288
16401,1986.87488598
16402,1992.07486309
16403,1993.94177398
16404,1990.29624108
16405,1990.77809857
16406,1988.36653252
16407,1992.27415439
16408,1991.71364868
16409,1986.27940783
16410,1992.24459927
16411,1989.3582388
16412,1994.40471397
16413,1996.37884343
16414,1986.84047638
16415,1990.56323624
16416,1984.06084203
16417,1986.86017165
16418,1995.54453456
16419,1990.72874354
16420,1989.26054086
16421,1993.89460682
16422,1991.54767129
16423,1987.20731772
16424,1986.72802323
16425,1986.90428581
16426,2001.09198553
16427,2006.32011453
16428,2003.42069718
16429,2003.6061074
16430,2004.86783906
16431,1997.85623776
16432,2003.1782008
16433,2006.37761005
16434,2002.15222267
16435,2003.12049984
16436,2000.21225488
16437,2004.25753366
16438,2003.36155409
16439,2002.11028715
16440,2003.21321725
16441,2003.51958851
16442,2003.48969138
16443,2004.34192764
16444,2004.62582141
16445,2004.03626512
16446,1998.6141407
16447,2001.44432415
16448,2003.09494283
16449,2008.69950473
16450,2010.26509195
16451,1986.50466017
16452,1991.02015419
16453,1991.80599151
16454,1992.75585478
16455,1990.94103943
16456,1993.02074499
16457,1993.94882731
16458,1990.61865165
16459,1990.4324161
16460,1989.00290512
16461,1993.10879977
16462,1989.88785127
16463,1992.63786945
16464,1989.31006437
16465,1990.77948834
16466,1988.15472815
16467,1990.72283151
16468,1988.69539821
16469,1992.5965423
16470,1989.66660222
16471,1991.23911031
16472,1990.71753766
16473,1993.15765897
16474,1991.35300023
16475,1991.77746716
16476,1999.4631986
16477,1993.61803166
16478,1995.61769656
16479,1990.41912391
16480,1992.73788099
16481,1994.51151835
16482,1993.49949533
16483,1988.74783591
16484,1987.87722223
16485,1986.43661667
16486,1981.89094245
16487,1983.25663422
16488,1984.95936995
16489,1985.39837572
16490,1995.74008943
16491,1992.12642059
16492,1992.01552119
16493,1997.75960134
16494,1992.05495064
16495,1997.8618341
16496,1990.86408386
16497,1985.9588607
16498,1990.88078529
16499,1994.16853444
16500,1984.97039395
16501,1987.95773174
16502,1986.0978313
16503,1987.53084654
16504,1994.97488664
16505,1986.92066179
16506,1988.5791152
16507,1998.21005108
16508,1991.27684009
16509,1995.86021145
16510,1985.6085955
16511,1995.40784584
16512,1985.36007048
16513,1991.08653451
16514,1991.51946155
16515,2001.95788882
16516,2002.01395408
16517,2002.53683512
16518,2002.3420115
16519,2001.06906909
16520,1999.81234987
16521,2005.9614789
16522,2004.65094051
16523,1998.42718152
16524,2001.32766651
16525,1999.37549096
16526,2002.37048717
16527,2000.66228247
16528,2002.63724095
16529,1994.94848627
16530,1999.94760441
16531,2000.68283104
16532,1998.72139929
16533,2000.08584443
16534,1997.81523648
16535,1999.75440313
16536,1996.97211733
16537,1994.76472191
16538,1997.26885862
16539,2002.75493098
16540,2003.14328598
16541,2002.15624046
16542,2003.03072378
16543,2001.77893053
16544,2003.27658394
16545,2005.58335739
16546,2003.12829129
16547,1999.24507088
16548,2006.11244929
16549,2004.62940327
16550,2006.94109643
16551,2003.52271662
16552,2003.26915449
16553,2002.49649339
16554,2002.18675903
16555,2005.0601638
16556,2000.11003698
16557,2004.54453612
16558,2004.77558345
16559,2003.55307058
16560,2003.88726619
16561,2001.55253806
16562,1992.18941952
16563,1998.49703162
16564,1996.4051345
16565,1999.69053617
16566,1996.8848061
16567,1998.89080631
16568,1995.64975612
16569,1998.12977001
16570,1998.47281352
16571,1996.16225196
16572,1996.63886515
16573,1996.76575514
16574,1994.28499891
16575,2000.82495774
16576,2005.80955748
16577,2002.23929499
16578,1999.98712055
16579,1999.82407886
16580,2001.67463001
16581,1998.19604238
16582,1999.01642884
16583,2003.71833065
16584,2003.08094098
16585,2002.73489722
16586,1999.55361834
16587,1998.43459316
16588,2000.89435873
16589,2004.65416741
16590,2001.72267301
16591,2001.11833643
16592,2002.69093508
16593,1998.55662138
16594,2010.0739055
16595,2005.78070126
16596,2002.29469749
16597,2004.20190571
16598,2003.3270311
16599,2000.64391001
16600,2012.94154642
16601,2001.22531588
16602,2001.14602937
16603,2003.15848283
16604,2006.65533841
16605,2005.32537334
16606,1991.14717698
16607,2006.87641885
16608,1998.65673046
16609,2002.39424602
16610,1995.75692775
16611,1999.78701965
16612,2004.24332871
16613,2007.1621405
16614,2000.38319053
16615,1999.54816856
16616,1998.34484954
16617,2004.40062772
16618,2006.74307073
16619,2003.40485108
16620,2000.92458047
16621,2000.1554941
16622,2007.33589236
16623,2000.25916676
16624,2004.1647618
16625,2004.79071404
16626,2007.12083178
16627,2007.66338086
16628,2005.02513653
16629,2003.9528305
16630,2000.56202993
16631,1998.88798153
16632,2003.51446802
16633,1999.93822908
16634,2002.99371435
16635,2006.48841065
16636,1999.86361671
16637,2005.36685228
16638,2002.95029146
16639,2008.43289964
16640,2001.11519887
16641,2004.13689556
16642,2011.29987472
16643,2015.02359279
16644,2010.41729126
16645,2006.95363907
16646,2010.31392549
16647,2000.0930511
16648,2005.48122998
16649,2000.74967103
16650,2002.20069267
16651,2015.1763763
16652,2004.67554881
16653,2009.28322395
16654,2005.6915143
16655,2005.74489865
16656,2004.22802094
16657,2010.01328989
16658,2006.92364075
16659,2011.17262651
16660,2004.91743693
16661,2005.43475421
16662,2002.0711664
16663,2007.1294723
16664,2004.06687099
16665,2008.43891111
16666,2007.13925866
16667,2014.95644748
16668,2005.75810884
16669,2001.35754123
16670,2003.80721091
16671,2009.05285658
16672,2009.8741657
16673,2007.11799533
16674,2011.19595612
16675,2009.32060651
16676,2008.84686881
16677,2009.60461063
16678,2008.60014187
16679,2009.07591725
16680,2006.80046503
16681,2005.03904175
16682,2009.24018259
16683,2010.19429621
16684,2006.83914455
16685,2006.96659772
16686,2011.12199467
16687,1990.38297609
16688,1998.83971787
16689,2002.73701601
16690,1994.2195366
16691,2002.20922405
16692,1989.6461137
16693,1996.31344831
16694,1994.82683717
16695,1991.8676143
16696,1989.88498529
16697,1992.72421487
16698,1997.3123703
16699,1993.1175047
16700,1998.89020181
16701,1995.05487475
16702,1999.40630686
16703,1990.37282715
